Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
PARC CENTRAL RESIDENCES,"1,220,000","1,054.87","1,157",23 Jan 2021,129 TAMPINES STREET 86 #06-23,New Sale,Strata,98,"12,449",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528446,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,243,000","1,054.87","1,178",23 Jan 2021,129 TAMPINES STREET 86 #09-23,New Sale,Strata,98,"12,684",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528446,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,282,000","1,054.87","1,215",23 Jan 2021,129 TAMPINES STREET 86 #14-23,New Sale,Strata,98,"13,082",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528446,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,167,500","1,054.87","1,107",23 Jan 2021,129 TAMPINES STREET 86 #01-23,New Sale,Strata,98,"11,913",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,Private,528446,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,211,500","1,054.87","1,148",23 Jan 2021,129 TAMPINES STREET 86 #10-23,New Sale,Strata,98,"12,362",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,Private,528446,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,195,000","1,054.87","1,133",23 Jan 2021,129 TAMPINES STREET 86 #07-23,New Sale,Strata,98,"12,194",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528446,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,173,000","1,054.87","1,112",23 Jan 2021,129 TAMPINES STREET 86 #04-23,New Sale,Strata,98,"11,969",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,Private,528446,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,200,500","1,054.87","1,138",23 Jan 2021,129 TAMPINES STREET 86 #08-23,New Sale,Strata,98,"12,250",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528446,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,250,000","1,054.87","1,185",23 Jan 2021,129 TAMPINES STREET 86 #15-23,New Sale,Strata,98,"12,755",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528446,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,198,500","1,022.58","1,172",23 Jan 2021,129 TAMPINES STREET 86 #08-24,New Sale,Strata,95,"12,616",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528446,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,242,500","1,022.58","1,215",23 Jan 2021,129 TAMPINES STREET 86 #14-24,New Sale,Strata,95,"13,079",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528446,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,201,000","1,022.58","1,174",23 Jan 2021,129 TAMPINES STREET 86 #03-24,New Sale,Strata,95,"12,642",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528446,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,252,000","1,022.58","1,224",23 Jan 2021,129 TAMPINES STREET 86 #11-24,New Sale,Strata,95,"13,179",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528446,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,212,000","1,022.58","1,185",23 Jan 2021,129 TAMPINES STREET 86 #05-24,New Sale,Strata,95,"12,758",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528446,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,209,500","1,022.58","1,183",23 Jan 2021,129 TAMPINES STREET 86 #10-24,New Sale,Strata,95,"12,732",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528446,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,248,000","1,022.58","1,220",23 Jan 2021,129 TAMPINES STREET 86 #15-24,New Sale,Strata,95,"13,137",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528446,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,229,000","1,022.58","1,202",23 Jan 2021,129 TAMPINES STREET 86 #07-24,New Sale,Strata,95,"12,937",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528446,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,269,000","1,022.58","1,241",23 Jan 2021,129 TAMPINES STREET 86 #12-24,New Sale,Strata,95,"13,358",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528446,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,229,000","1,022.58","1,202",23 Jan 2021,131 TAMPINES STREET 86 #04-25,New Sale,Strata,95,"12,937",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528447,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,235,000","1,022.58","1,208",23 Jan 2021,131 TAMPINES STREET 86 #05-25,New Sale,Strata,95,"13,000",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528447,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,220,500","1,022.58","1,194",23 Jan 2021,131 TAMPINES STREET 86 #08-25,New Sale,Strata,95,"12,847",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528447,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,309,000","1,022.58","1,280",23 Jan 2021,131 TAMPINES STREET 86 #15-25,New Sale,Strata,95,"13,779",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528447,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,263,000","1,022.58","1,235",23 Jan 2021,131 TAMPINES STREET 86 #09-25,New Sale,Strata,95,"13,295",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528447,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,259,000","1,022.58","1,231",23 Jan 2021,131 TAMPINES STREET 86 #13-25,New Sale,Strata,95,"13,253",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528447,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,253,500","1,022.58","1,226",23 Jan 2021,131 TAMPINES STREET 86 #12-25,New Sale,Strata,95,"13,195",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528447,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,231,500","1,022.58","1,204",23 Jan 2021,131 TAMPINES STREET 86 #10-25,New Sale,Strata,95,"12,963",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,Private,528447,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,231,000","1,054.87","1,167",23 Jan 2021,131 TAMPINES STREET 86 #07-26,New Sale,Strata,98,"12,561",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528447,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,250,000","1,054.87","1,185",23 Jan 2021,131 TAMPINES STREET 86 #15-26,New Sale,Strata,98,"12,755",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528447,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,233,500","1,054.87","1,169",23 Jan 2021,131 TAMPINES STREET 86 #12-26,New Sale,Strata,98,"12,587",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528447,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,184,000","1,054.87","1,122",23 Jan 2021,131 TAMPINES STREET 86 #06-26,New Sale,Strata,98,"12,082",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528447,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,211,500","1,054.87","1,148",23 Jan 2021,131 TAMPINES STREET 86 #10-26,New Sale,Strata,98,"12,362",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528447,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,206,000","1,054.87","1,143",23 Jan 2021,131 TAMPINES STREET 86 #09-26,New Sale,Strata,98,"12,306",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528447,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,178,500","1,054.87","1,117",23 Jan 2021,131 TAMPINES STREET 86 #05-26,New Sale,Strata,98,"12,026",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528447,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,559,000","1,270.15","1,227",23 Jan 2021,131 TAMPINES STREET 86 #15-28,New Sale,Strata,118,"13,212",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528447,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,468,000","1,270.15","1,156",23 Jan 2021,131 TAMPINES STREET 86 #04-28,New Sale,Strata,118,"12,441",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528447,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,553,000","1,270.15","1,223",23 Jan 2021,131 TAMPINES STREET 86 #09-28,New Sale,Strata,118,"13,161",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528447,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,566,000","1,270.15","1,233",23 Jan 2021,131 TAMPINES STREET 86 #11-28,New Sale,Strata,118,"13,271",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528447,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,494,000","1,270.15","1,176",23 Jan 2021,131 TAMPINES STREET 86 #07-28,New Sale,Strata,118,"12,661",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528447,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,627,000","1,485.43","1,095",23 Jan 2021,131 TAMPINES STREET 86 #16-28,New Sale,Strata,138,"11,790",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528447,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,539,500","1,270.15","1,212",23 Jan 2021,131 TAMPINES STREET 86 #12-28,New Sale,Strata,118,"13,047",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528447,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,500,500","1,270.15","1,181",23 Jan 2021,131 TAMPINES STREET 86 #08-28,New Sale,Strata,118,"12,716",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528447,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,559,000","1,270.15","1,227",23 Jan 2021,131 TAMPINES STREET 86 #10-28,New Sale,Strata,118,"13,212",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528447,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,461,500","1,270.15","1,151",23 Jan 2021,131 TAMPINES STREET 86 #03-28,New Sale,Strata,118,"12,386",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528447,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,552,500","1,270.15","1,222",23 Jan 2021,131 TAMPINES STREET 86 #14-28,New Sale,Strata,118,"13,157",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528447,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,774,500","1,463.9","1,212",23 Jan 2021,133 TAMPINES STREET 86 #12-29,New Sale,Strata,136,"13,048",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528448,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,789,500","1,463.9","1,222",23 Jan 2021,133 TAMPINES STREET 86 #14-29,New Sale,Strata,136,"13,158",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528448,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,722,000","1,463.9","1,176",23 Jan 2021,133 TAMPINES STREET 86 #07-29,New Sale,Strata,136,"12,662",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528448,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,744,500","1,463.9","1,192",23 Jan 2021,133 TAMPINES STREET 86 #10-29,New Sale,Strata,136,"12,827",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528448,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,707,000","1,463.9","1,166",23 Jan 2021,133 TAMPINES STREET 86 #06-29,New Sale,Strata,136,"12,551",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528448,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,790,000","1,463.9","1,223",23 Jan 2021,133 TAMPINES STREET 86 #09-29,New Sale,Strata,136,"13,162",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528448,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,752,000","1,463.9","1,197",23 Jan 2021,133 TAMPINES STREET 86 #11-29,New Sale,Strata,136,"12,882",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528448,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,743,000","1,463.9","1,191",23 Jan 2021,133 TAMPINES STREET 86 #04-29,New Sale,Strata,136,"12,816",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528448,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,914,000","1,700.71","1,125",23 Jan 2021,133 TAMPINES STREET 86 #16-29,New Sale,Strata,158,"12,114",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528448,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,797,000","1,463.9","1,228",23 Jan 2021,133 TAMPINES STREET 86 #15-29,New Sale,Strata,136,"13,213",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528448,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,178,500","1,054.87","1,117",23 Jan 2021,133 TAMPINES STREET 86 #05-30,New Sale,Strata,98,"12,026",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528448,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,167,500","1,054.87","1,107",23 Jan 2021,133 TAMPINES STREET 86 #01-30,New Sale,Strata,98,"11,913",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528448,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,184,000","1,054.87","1,122",23 Jan 2021,133 TAMPINES STREET 86 #06-30,New Sale,Strata,98,"12,082",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528448,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,553,000","1,270.15","1,223",23 Jan 2021,133 TAMPINES STREET 86 #09-32,New Sale,Strata,118,"13,161",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528448,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,606,000","1,270.15","1,264",23 Jan 2021,133 TAMPINES STREET 86 #15-32,New Sale,Strata,118,"13,610",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528448,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,526,000","1,270.15","1,201",23 Jan 2021,133 TAMPINES STREET 86 #06-32,New Sale,Strata,118,"12,932",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528448,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,494,000","1,270.15","1,176",23 Jan 2021,133 TAMPINES STREET 86 #07-32,New Sale,Strata,118,"12,661",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528448,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,552,500","1,270.15","1,222",23 Jan 2021,133 TAMPINES STREET 86 #14-32,New Sale,Strata,118,"13,157",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,Private,528448,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,520,000","1,270.15","1,197",23 Jan 2021,133 TAMPINES STREET 86 #11-32,New Sale,Strata,118,"12,881",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528448,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,513,500","1,270.15","1,192",23 Jan 2021,133 TAMPINES STREET 86 #10-32,New Sale,Strata,118,"12,826",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528448,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,546,000","1,270.15","1,217",23 Jan 2021,133 TAMPINES STREET 86 #08-32,New Sale,Strata,118,"13,102",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528448,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,474,500","1,270.15","1,161",23 Jan 2021,133 TAMPINES STREET 86 #05-32,New Sale,Strata,118,"12,496",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528448,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,539,500","1,270.15","1,212",23 Jan 2021,133 TAMPINES STREET 86 #12-32,New Sale,Strata,118,"13,047",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528448,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,627,000","1,485.43","1,095",23 Jan 2021,133 TAMPINES STREET 86 #16-32,New Sale,Strata,138,"11,790",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528448,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,214,000",990.29,"1,226",23 Jan 2021,135 TAMPINES STREET 86 #11-33,New Sale,Strata,92,"13,196",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528449,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,145,000",990.29,"1,156",23 Jan 2021,135 TAMPINES STREET 86 #06-33,New Sale,Strata,92,"12,446",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,Private,528449,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,161,500",990.29,"1,173",23 Jan 2021,135 TAMPINES STREET 86 #08-33,New Sale,Strata,92,"12,625",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,Private,528449,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,092,000",925.7,"1,180",23 Jan 2021,135 TAMPINES STREET 86 #08-34,New Sale,Strata,86,"12,698",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528449,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,095,000",925.7,"1,183",23 Jan 2021,135 TAMPINES STREET 86 #15-35,New Sale,Strata,86,"12,733",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528449,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,190,000","1,130.22","1,053",23 Jan 2021,135 TAMPINES STREET 86 #16-35,New Sale,Strata,105,"11,333",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528449,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,050,000",893.41,"1,175",23 Jan 2021,135 TAMPINES STREET 86 #09-36,New Sale,Strata,83,"12,651",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528449,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,029,000",893.41,"1,152",23 Jan 2021,135 TAMPINES STREET 86 #11-36,New Sale,Strata,83,"12,398",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528449,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,334,000","1,108.69","1,203",23 Jan 2021,137 TAMPINES STREET 86 #06-37,New Sale,Strata,103,"12,951",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,396,000","1,108.69","1,259",23 Jan 2021,137 TAMPINES STREET 86 #13-37,New Sale,Strata,103,"13,553",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,353,000","1,108.69","1,220",23 Jan 2021,137 TAMPINES STREET 86 #08-37,New Sale,Strata,103,"13,136",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,331,000","1,108.69","1,201",23 Jan 2021,137 TAMPINES STREET 86 #11-37,New Sale,Strata,103,"12,922",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,359,000","1,108.69","1,226",23 Jan 2021,137 TAMPINES STREET 86 #09-37,New Sale,Strata,103,"13,194",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,277,000","1,108.69","1,152",23 Jan 2021,137 TAMPINES STREET 86 #01-37,New Sale,Strata,103,"12,398",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,349,000","1,108.69","1,217",23 Jan 2021,137 TAMPINES STREET 86 #12-37,New Sale,Strata,103,"13,097",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,289,000","1,108.69","1,163",23 Jan 2021,137 TAMPINES STREET 86 #05-37,New Sale,Strata,103,"12,515",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,322,000","1,108.69","1,192",23 Jan 2021,137 TAMPINES STREET 86 #04-37,New Sale,Strata,103,"12,835",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,402,000","1,108.69","1,265",23 Jan 2021,137 TAMPINES STREET 86 #14-37,New Sale,Strata,103,"13,612",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,277,000","1,108.69","1,152",23 Jan 2021,137 TAMPINES STREET 86 #03-37,New Sale,Strata,103,"12,398",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,145,000",925.7,"1,237",23 Jan 2021,137 TAMPINES STREET 86 #13-38,New Sale,Strata,86,"13,314",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,139,000",925.7,"1,230",23 Jan 2021,137 TAMPINES STREET 86 #07-38,New Sale,Strata,86,"13,244",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,219,000","1,130.22","1,079",23 Jan 2021,137 TAMPINES STREET 86 #16-38,New Sale,Strata,105,"11,610",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,128,000",925.7,"1,219",23 Jan 2021,137 TAMPINES STREET 86 #06-38,New Sale,Strata,86,"13,116",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,090,000",925.7,"1,177",23 Jan 2021,137 TAMPINES STREET 86 #05-38,New Sale,Strata,86,"12,674",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,Private,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,144,000",925.7,"1,236",23 Jan 2021,137 TAMPINES STREET 86 #08-38,New Sale,Strata,86,"13,302",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,113,000",925.7,"1,202",23 Jan 2021,137 TAMPINES STREET 86 #03-38,New Sale,Strata,86,"12,942",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,125,000",925.7,"1,215",23 Jan 2021,137 TAMPINES STREET 86 #11-38,New Sale,Strata,86,"13,081",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,080,000",925.7,"1,167",23 Jan 2021,137 TAMPINES STREET 86 #01-38,New Sale,Strata,86,"12,558",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,115,000",925.7,"1,204",23 Jan 2021,137 TAMPINES STREET 86 #09-38,New Sale,Strata,86,"12,965",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,085,000",925.7,"1,172",23 Jan 2021,137 TAMPINES STREET 86 #04-38,New Sale,Strata,86,"12,616",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,140,000",925.7,"1,231",23 Jan 2021,137 TAMPINES STREET 86 #12-38,New Sale,Strata,86,"13,256",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,190,000",925.7,"1,286",23 Jan 2021,137 TAMPINES STREET 86 #15-38,New Sale,Strata,86,"13,837",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,120,000",925.7,"1,210",23 Jan 2021,137 TAMPINES STREET 86 #10-38,New Sale,Strata,86,"13,023",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,051,000",925.7,"1,135",23 Jan 2021,137 TAMPINES STREET 86 #01-39,New Sale,Strata,86,"12,221",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,045,000",925.7,"1,129",23 Jan 2021,137 TAMPINES STREET 86 #07-39,New Sale,Strata,86,"12,151",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,155,000","1,130.22","1,022",23 Jan 2021,137 TAMPINES STREET 86 #16-39,New Sale,Strata,105,"11,000",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,095,000",925.7,"1,183",23 Jan 2021,137 TAMPINES STREET 86 #15-39,New Sale,Strata,86,"12,733",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528450,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,090,000",925.7,"1,177",23 Jan 2021,137 TAMPINES STREET 86 #14-39,New Sale,Strata,86,"12,674",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528450,18,52,East Region,Tampines
